NO,HARI,TGL,JAM,JALAN,KECAMATAN,JENIS KECELAKAAN,UMUR,JENIS KELAMIN,KENDARAAN TERSANGKA
281,Sunday,29/10/2019,0:00,PERINTIS KEMERDEKAAN,Biringkanaya,TK,adult,LK,R2
282,Sunday,1/9/2019,0:00,VETERAN SELATAN,MAMAJANG,TK,adult,LK,R4
283,Sunday,6/10/2019,0:00,PERINTIS KEMERDEKAAN,Tamalanrea,TL,NOV,NOV,R2
284,Sunday,6/10/2019,0:00,PERINTIS KEMERDEKAAN,Tamalanrea,TK,adult,LK,R2
285,Tuesday,8/10/2019,0:00,JAYA DG NANRING,Tamalate,TL,NOV,NOV,R2
286,Sunday,18/08/2019,7:12,CENDRAWASIH,Mariso,T,adult,LK,R2
287,Tuesday,8/10/2019,0:00,INSPEKSI PAM,Manggala,TK,adult,LK,R2
288,Wednesday,9/10/2019,3:36,IR. SUTAMI,Biringkanaya,T,adult,LK,R3
289,Monday,7/10/2019,7:12,ADE IRMA NASUTION,TALLO,TK,adolescent,LK,R2
290,Saturday,28/09/2019,0:00,KAPASA RAYA,Biringkanaya,TK,adolescent,LK,R2
291,Thursday,10/10/2019,0:00,GUNUNG LATIMOJONG,Makassar,TL,NOV,NOV,R2
292,Wednesday,9/10/2019,0:00,TAMALANREA RAYA,Tamalanrea,TK,adolescent,LK,R2
293,Friday,11/10/2019,7:55,SAWERIGADING,Ujung Pandang,TL,NOV,NOV,R4
294,Saturday,12/10/2019,7:12,GUNUNG LATIMOJONG,BONTOALA,TK,adult,LK,R2
295,Saturday,12/10/2019,0:00,Sultan Abdullah,TALLO,TK,child,LK,R2
296,Thursday,10/10/2019,7:12,MAMOA LORONG MALBORO,Tamalate,TK,adult,LK,R2
297,Saturday,12/10/2019,0:00,Tamangapa Raya,Manggala,TM,adolescent,LK,R2
298,Saturday,24/08/2019,7:12,YOSEP LATUMAHINA,Ujung Pandang,TK,adult,PR,R4
299,Saturday,12/10/2019,4:48,PENGAYOMAN,Panakukang,TK,adult,LK,R2
300,Friday,11/10/2019,0:00,PANAMPU,TALLO,TL,NOV,NOV,R2
301,Sunday,13/10/2019,10:48,KIMA RAYA 3,Biringkanaya,TL,NOV,NOV,R2
302,Friday,11/10/2019,7:12,TALLASA CITY,Tamalanrea,TM,adolescent,LK,R2
303,Friday,11/10/2019,7:12,ANDI TADDE KALUKUANG,TALLO,TL,NOV,NOV,R2
304,Saturday,12/10/2019,9:36,BATARA BIRA,Biringkanaya,TK,adult,LK,R4
305,Sunday,13/10/2019,0:00,MANGERANGI 3 MAKASSAR,Tamalate,TK,adult,LK,R2
306,Saturday,12/10/2019,0:00,ANDI JEMMA,MAMAJANG,TL,NOV,NOV,R2
307,Sunday,13/10/2019,7:12,Abd KADIR,Tamalate,TK,adolescent,LK,R2
308,Monday,14/10/2019,12:00,LAMADUKELLENG,Ujung Pandang,TM,adult,LK,R2
309,Sunday,13/10/2019,4:48,IR. SUTAMI,Biringkanaya,T,adolescent,LK,R2
310,Saturday,12/10/2019,0:00,URIP SUMOHARJO,Makassar,OC,child,LK,R2
311,Wednesday,16/10/2019,7:12,PERINTIS KEMERDEKAAN,Biringkanaya,TL,NOV,NOV,R4
312,Monday,14/10/2019,4:48,SULTAN ALAUDDIN,Rappocini,TL,NOV,NOV,R2
313,Saturday,12/10/2019,7:12,DG RAMANG,Biringkanaya,TM,adolescent,LK,R2
314,Sunday,13/10/2019,7:12,PERINTIS KEMERDEKAAN,Biringkanaya,TL,NOV,NOV,R2
315,Wednesday,16/10/2019,6:00,BATUA RAYA,Panakukang,TK,adolescent,PR,R2
316,Tuesday,15/10/2019,7:12,SUNGAI SADDANG BARU,Rappocini,TM,adolescent,LK,R4
317,Wednesday,16/10/2019,9:36,URIP SUMOHARJO,Panakukang,TK,adult,PR,R4
318,Tuesday,15/10/2019,0:00,PENGHIBUR,Ujung Pandang,OC,adult,LK,R2
319,Wednesday,16/10/2019,9:36,Gunung Merapi,Ujung Pandang,TM,adult,LK,R2
320,Wednesday,9/10/2019,0:00,PERINTIS KEMERDEKAAN,Tamalanrea,TL,NOV,NOV,R4
321,Sunday,29/09/2019,7:12,PERINTIS KEMERDEKAAN,Tamalanrea,TL,NOV,NOV,R4
322,Tuesday,15/10/2019,0:00,HERTASNING,Rappocini,OC,adult,LK,R2
323,Wednesday,22/08/2019,0:00,DG TATA RAYA,Tamalate,TL,NOV,NOV,R2
324,Saturday,19/10/2019,2:24,IR. SUTAMI,Tamalanrea,TK,adult,LK,R2
325,Friday,27/09/2019,3:36,URIP SUMOHARJO,Panakukang,TM,adolescent,LK,R4
326,Saturday,19/10/2019,0:00,VETERAN SELATAN,Makassar,T,adolescent,LK,R2
327,Saturday,19/10/2019,0:00,BORONG RAYA,Manggala,TL,NOV,NOV,R4
328,Saturday,19/10/2019,7:12,PERMANDIAN BAROMBONG,Tamalate,T,child,LK,R2
329,Sunday,20/10/2019,4:48,JENDRAL SUDIRMAN,Ujung Pandang,TK,adolescent,LK,R2
330,Sunday,20/10/2019,0:00,RAJAWALI,Tamalanrea,TL,NOV,NOV,R4
331,Saturday,19/10/2019,0:00,TALLASA CITY,Tamalanrea,TK,adult,PR,R2
332,Sunday,20/10/2019,4:48,GOA RIA,Biringkanaya,TK,adult,LK,R3
333,Friday,27/09/2019,3:36,URIP SUMOHARJO,Panakukang,TK,adult,LK,R4
334,Monday,21/10/2019,2:24,KARTINI,Ujung Pandang,TL,NOV,NOV,R4
335,Friday,18/10/2019,0:00,HAJI BAU MKS,Mariso,TK,adolescent,LK,R2
336,Saturday,19/10/2019,0:00,MASJID RAYA,BONTOALA,TL,NOV,NOV,R2
337,Monday,21/10/2019,7:12,SAHABAT RAYA,Tamalanrea,TL,NOV,NOV,R4
338,Sunday,20/10/2019,7:12,BTP BLOK M DEKAT DAMKAR,Tamalanrea,TL,NOV,NOV,R4
339,Monday,21/10/2019,0:00,ARIEF RATE,Ujung Pandang,TK,adolescent,PR,R2
340,Monday,21/10/2019,3:36,Tamalate 1,Rappocini,TL,NOV,NOV,R2
341,Monday,21/10/2019,7:12,Karunrung,Ujung Pandang,TK,adult,LK,R2
342,Tuesday,22/10/2019,10:48,RATULANGI,MAMAJANG,TK,adult,LK,R2
343,Monday,22/10/2019,7:12,JENDRAL SUDIRMAN,Ujung Pandang,TL,NOV,NOV,R4
344,Monday,21/10/2019,0:00,MALENGKERI,Tamalate,TK,adolescent,LK,R2
345,Sunday,20/10/2019,3:36,URIP SUMOHARJO,Panakukang,TL,NOV,NOV,R2
346,Tuesday,22/10/2019,7:12,PERINTIS KEMERDEKAAN,Tamalanrea,TK,adolescent,LK,R4
347,Sunday,20/10/2019,10:48,MAPPAODANG,Tamalate,TK,adult,LK,R2
348,Wednesday,23/10/2019,7:12,BATUA RAYA,Panakukang,TK,adolescent,LK,R2
349,Tuesday,22/10/2019,7:12,RACING CENTER,Panakukang,TK,child,LK,R2
350,Wednesday,23/10/2019,9:36,GALANGAN KAPAL,TALLO,TK,adult,LK,R2
351,Wednesday,23/10/2019,7:12,PERINTIS KEMERDEKAAN,Tamalanrea,TM,adolescent,LK,R2
352,Friday,18/10/2019,7:12,ANDI TONRO,Tamalate,TM,adolescent,LK,R2
353,Wednesday,23/10/2019,7:12,DANGKO ,Tamalate,TL,NOV,NOV,R2
354,Tuesday,22/10/2019,0:00,RAJAWALI,Mariso,TL,NOV,NOV,R4
355,Thursday,24/10/2019,0:57,URIP SUMOHARJO,Panakukang,TL,NOV,NOV,R4
356,Wednesday,23/10/2019,0:00,MANNURUKI RAYA,Tamalate,TK,adolescent,LK,R2
357,Tuesday,22/10/2019,3:36,TALASALAPANG,Rappocini,TK,adolescent,LK,R2
358,Wednesday,24/10/2019,0:00,HERTASNING,Panakukang,TK,adolescent,PR,R2
359,Saturday,26/10/2019,7:12,URIP SUMOHARJO,Panakukang,TK,adult,LK,R4
360,Sunday,27/10/2019,0:00,GUNUNG LATIMOJONG,BONTOALA,TK,adult,LK,R4
361,Sunday,27/10/2019,0:00,ANDI TONRO,Tamalate,TK,adolescent,LK,R2
362,Saturday,26/10/2019,7:12,URIP SUMOHARJO,Panakukang,TL,NOV,NOV,R2
363,Friday,25/10/2019,7:12,PERINTIS KEMERDEKAAN,Biringkanaya,TM,adolescent,LK,R2
364,Saturday,26/10/2019,0:00,GALANGAN KAPAL,TALLO,T,adolescent,LK,R2
365,Saturday,26/10/2019,3:36,EMMY SAELAN,Ujung Pandang,TK,adolescent,LK,R2
366,Saturday,16/10/2019,7:12,ANUANG,MAMAJANG,TL,NOV,NOV,R2
367,Monday,28/10/2019,7:12,SUNU,BONTOALA,TK,adolescent,PR,R2
368,Sunday,27/10/2019,7:12,PATTIMURA SWIS BEL HOTEL,Ujung Pandang,TK,adult,LK,R4
369,Monday,28/10/2019,12:00,URIP SUMOHARJO,Panakukang,TK,adult,LK,R2
370,Sunday,27/10/2019,3:36,PERINTIS KEMERDEKAAN,Biringkanaya,TL,NOV,NOV,R2
371,Monday,28/10/2019,7:12,PERINTIS KEMERDEKAAN,Tamalanrea,TK,adolescent,LK,R2
372,Saturday,26/10/2019,0:00,IR. SUTAMI,Tamalanrea,TL,NOV,NOV,R6
373,Monday,28/10/2019,10:48,PACCERAKKANG,Biringkanaya,TK,adult,PR,R4
374,Tuesday,29/10/2019,9:36,PERINTIS KEMERDEKAAN,Tamalanrea,TM,adolescent,LK,R6
375,Wednesday,23/10/2019,0:00,ANDI PANGERANG PETTARANI,Rappocini,TK,adult,LK,R2
376,Monday,28/10/2019,4:48,METRO TANJUNG BUNGA,Tamalate,TK,adult,PR,R2
377,Tuesday,29/10/2019,0:00,URIP SUMOHARJO,Panakukang,TK,adolescent,LK,R2
378,Friday,25/10/2019,7:12,PERINTIS KEMERDEKAAN,Tamalanrea,TK,adult,LK,R2
379,Tuesday,29/10/2019,7:12,PENGAYOMAN,Panakukang,TL,NOV,NOV,R2
380,Wednesday,30/10/2019,7:12,Flamboyan,Mariso,TM,adolescent,LK,R2
381,Tuesday,29/10/2019,7:12,PACCEREKANG,Biringkanaya,TL,NOV,NOV,R2
382,Wednesday,30/10/2019,3:36,ABU BAKAR LAMBOGO,Makassar,TL,NOV,NOV,R2
383,Wednesday,3/10/2021,15:30,POROS HARTATO,Biringkanaya,TL,NOV,NOV,R4
384,Thursday,3/6/2021,23:30,URIP SUMOHARJO,Panakukang,TL,NOV,NOV,R2
385,Thursday,3/11/2021,15:10,Veteran Utara,Makassar,TL,NOV,NOV,R2
386,Friday,3/12/2021,14:00,ADHYAKSA BARU,Panakukang,TK,adolescent,PR,R2
387,Saturday,3/13/2021,13:30,PERINTIS KEMERDEKAAN,Tamalanrea,TK,adolescent,PR,R2
388,Sunday,3/14/2021,2:30,ABDULLAH DG SIRUA,Panakukang,TL,NOV,NOV,R2
389,Saturday,3/13/2021,13:30,NIPA-NIPA,Manggala,TK,adult,LK,R2
390,Monday,3/15/2021,17:00,METRO TANJUNG BUNGA,Tamalate,T,adult,LK,R2
391,Sunday,1/17/2021,17:20,TINUMBU,BONTOALA,TL,NOV,NOV,R2
392,Monday,3/15/2021,18:10,TEUKU UMAR,TALLO,TL,NOV,NOV,R2
393,Monday,3/16/2021,0:00,POROS T.SI,Biringkanaya,TK,adolescent,PR,R2
394,Wednesday,3/18/2021,9:45,PERINTIS KEMERDEKAAN,Tamalanrea,TL,NOV,NOV,R2
395,Friday,3/19/2021,6:45,SUNGAI SADDANG,Makassar,TK,adolescent,PR,R2
396,Saturday,3/21/2021,17:00,ANDI JEMMA,Rappocini,TK,adolescent,LK,R2
397,Saturday,3/20/2021,17:55,BAROMBONG,Tamalate,T,adolescent,LK,R2
398,Sunday,3/21/2022,13:30,Tamangapa Raya,Manggala,TK,adolescent,LK,R2
399,Wednesday,3/17/2021,16:30,KUMALA,Tamalate,TL,NOV,NOV,R4
400,Tuesday,3/23/2021,8:30,PERINTIS KEMERDEKAAN,Tamalanrea,TM,adolescent,LK,R2
401,Wednesday,3/24/2021,1:15,PERINTIS KEMERDEKAAN,Tamalanrea,TK,adult,LK,R4
402,Tuesday,3/23/2021,9:30,PERINTIS KEMERDEKAAN,Biringkanaya,T,adolescent,PR,R2
403,Tuesday,3/23/2021,8:30,PERINTIS KEMERDEKAAN,Tamalanrea,TM,adolescent,LK,R2
404,Tuesday,3/16/2021,10:30,Veteran Selatan ,MAMAJANG,TK,adolescent,LK,R2
405,Thursday,3/25/2021,13:30,PERINTIS KEMERDEKAAN,Biringkanaya,TK,adolescent,PR,R2
406,Saturday,3/20/2021,5:30,ANDI PANGERANG PETTARANI,Panakukang,TK,adult,LK,R2
407,Saturday,3/27/2021,6:00,GUNUNG BAWAKARAENG,Ujung Pandang,TL,NOV,NOV,R2
408,Sunday,3/28/2021,17:00,URIP SUMOHARJO,Panakukang,TM,adult,LK,R2
409,Friday,3/26/2021,19:15,Muh Tahir,Tamalate,TK,adult,PR,R2
410,Sunday,3/28/2021,14:30,MACINI SAWAH,Makassar,TK,adult,PR,R2
411,Monday,3/29/2021,11:00,BARAWAJA,Panakukang,TK,adult,LK,R2
412,Monday,3/29/2021,18:00,POROS SALODONG,Biringkanaya,TK,adult,LK,R4
413,Tuesday,3/30/2021,6:00,Veteran Utara,BONTOALA,TM,adult,LK,R2
414,Saturday,3/27/2022,15:30,ANDI PANGERANG PETTARANI,Panakukang,TK,adult,LK,R4
415,Sunday,3/28/2021,18:30,DG RAMANG,Biringkanaya,TK,adult,LK,R2
416,Monday,3/29/2021,23:30,PAJJAIANG,Biringkanaya,T,adolescent,LK,R2
417,Tuesday,3/30/2021,22:00,IR. SUTAMI,Biringkanaya,T,adult,PR,R2
418,Tuesday,3/30/2021,11:50,KAJAOLALIDO,Ujung Pandang,TK,adult,LK,R2
419,Tuesday,3/31/2021,22:00,JENDRAL SUDIRMAN,Ujung Pandang,T,adult,LK,R2
420,Wednesday,3/31/2021,4:40,DANGKO,Tamalate,TL,NOV,NOV,R4
421,Wednesday,3/31/2021,0:00,SINGA,MAMAJANG,T,adult,PR,R2
422,Friday,4/2/2021,5:00,JENDRAL SUDIRMAN,Ujung Pandang,TK,adult,LK,R4
423,Saturday,3/27/2021,14:00,IR. SUTAMI,Tamalanrea,TK,adult,LK,R6
424,Saturday,4/3/2021,12:10,MASJID RAYA,BONTOALA,T,adult,LK,R2
425,Saturday,4/3/2021,10:00,TAMANGAPA RAYA,Manggala,TK,adult,LK,R4
426,Sunday,4/4/2021,14:20,M.JUFRI,TALLO,TM,adult,LK,R2
427,Monday,05/042021,5:50,PERINTIS KEMERDEKAAN,Biringkanaya,TK,adult,LK,R2
428,Monday,4/5/2021,12:30,URIP SUMOHARJO,Panakukang,TK,adult,LK,R6
429,Saturday,3/6/2021,12:3O,SERIGALA,MAMAJANG,TL,NOV,NOV,R4
430,Monday,4/5/2021,16:10,PERINTIS KEMERDEKAAN,Biringkanaya,TK,adult,LK,R6
431,Monday,4/5/2021,20:30,ANDI JEMMA,Rappocini,TL,NOV,LK,R4
432,Sunday,4/4/2021,17:30,PERINTIS KEMERDEKAAN,Biringkanaya,TL,NOV,NOV,R4
433,Tuesday,4/6/2021,0:00,DG.TATA 1,Tamalate,TK,adolescent,LK,R2
434,Wednesday,4/7/2021,13:20,Poros Unhas,Tamalanrea,TK,adolescent,LK,R2
435,Thursday,4/8/2021,14:20,PERINTIS KEMERDEKAAN,Tamalanrea,T,adolescent,LK,R2
436,Thursday,4/8/2021,18:15,GUNUNG BAWAKARAENG,Ujung Pandang,TK,adolescent,PR,R2
437,Friday,4/9/2021,7:30,PERINTIS KEMERDEKAAN,Biringkanaya,TL,NOV,NOV,R4
438,Saturday,4/10/2021,18:00,Poros Perumnas Sudiang,Biringkanaya,TM,adolescent,LK,R2
439,Sunday,4/11/2021,11:00,NURI,Mariso,T,adolescent,PR,R2
440,Monday,4/12/2021,11:00,TALANG,MAMAJANG,TL,NOV,NOV,R2
441,Friday,4/9/2021,20:00,GUNUNG BAWAKARAENG,Makassar,TK,child,PR,R2
442,Monday,4/12/2021,1:30,DG TATA RAYA,Tamalate,TL,NOV,NOV,R4
443,Monday,4/12/2021,11:00,GOA RIA,Biringkanaya,TK,adult,LK,R4
444,Friday,4/9/2021,6:15,ANDI PANGERANG PETTARANI,Panakukang,TK,adult,LK,R6
445,Saturday,4/10/2021,16:00,ABDULLAH DG SIRUA,Panakukang,TL,adolescent,LK,R4
446,Wednesday,5/20/2020,18:30,JAYA DG NANRING,Tamalate,TK,adolescent,PR,R2
447,Thursday,5/21/2020,13:35,Aroepala,Rappocini,TK,adult,LK,R4
448,Thursday,5/21/2020,17:15,Waduk Tunggu Pampang,Manggala,OC,adult,LK,R2
449,Wednesday,5/20/2020,14:10,IR. SUTAMI,Tamalanrea,OC,adult,LK,R4
450,Friday,5/22/2020,20:30,Bandang,Bontoala,TK,adult,PR,R2
451,Friday,5/22/2020,8:00,PERINTIS KEMERDEKAAN,Biringkanaya,T,adult,LK,R2
452,Saturday,5/23/2020,1:30,Kima Raya,Biringkanaya,T,adult,LK,R2
453,Monday,5/25/2020,9:40,Mapala,Rappocini,TK,child,LK,R2
454,Monday,5/25/2020,16:30,Lanto Dg. Pasewang,Mamajang,TK,adolescent,LK,R2
455,Saturday,5/23/2020,15:20,Ratulangi,Mamajang,TK,adolescent,PR,R2
456,Monday,5/25/2020,10:30,URIP SUMOHARJO,Panakukang,OC,adult,PR,R2
457,Sunday,5/24/2020,13:30,GUNUNG BAWAKARAENG,Bontoala,TK,child,LK,R2
458,Tuesday,5/26/2020,18:20,Aroepala,Rappocini,OC,adult,PR,R2
459,Tuesday,5/26/2020,21:00,Bontoduri,Tamalate,T,adult,PR,R2
460,Monday,4/20/2020,23:00,ANTANG RAYA,Manggala,OC,adult,LK,R2
461,Monday,5/25/2020,13:00,Danau Tanjung Bunga,Tamalate,TK,adult,LK,R2
462,Tuesday,5/26/2020,20:00,PERINTIS KEMERDEKAAN,Biringkanaya,TK,adult,LK,R4
463,Thursday,5/28/2020,12:45,BOULEVARD,Panakukang,TK,adult,LK,R4
464,Thursday,5/28/2020,17:00,Cillallang Jaya,Rappocini,OC,adult,PR,R2
465,Wednesday,5/27/2020,21:30,PERINTIS KEMERDEKAAN,Panakukang,TM,adolescent,LK,R2
466,Thursday,5/28/2020,14:30,Poros Perumnas Sudiang,Biringkanaya,T,adolescent,PR,R2
467,Wednesday,5/27/2020,7:30,Hertasning,Rappocini,TL,NOV,NOV,R4
468,Thursday,5/28/2020,18:30,PERINTIS KEMERDEKAAN,Biringkanaya,T,adult,LK,R2
469,Friday,5/29/2020,22:30,BAROMBONG,Tamalate,TK,adult,NOV,R2
470,Monday,2/10/2020,6:50,ANDI TONRO,Tamalate,TL,NOV,NOV,R2
471,Thursday,5/28/2020,14:30,URIP SUMOHARJO,Panakukang,OC,adult,LK,R2
472,Friday,5/29/2020,19:45,PERINTIS KEMERDEKAAN,Biringkanaya,TK,adult,LK,R2
473,Saturday,5/30/2020,16:50,PERINTIS KEMERDEKAAN,Biringkanaya,TK,adult,LK,R2
474,Sunday,5/31/2020,13:00,URIP SUMOHARJO,Panakukang,OC,adult,LK,R2
475,Monday,6/1/2020,15:00,ANDI PANGERANG PETTARANI,Panakukang,OC,adult,LK,R2
476,Friday,5/29/2020,3:30,Veteran Utara,Bontoala,TK,adult,LK,R2
477,Sunday,5/31/2020,12:30,URIP SUMOHARJO,Panakukang,OC,adult,LK,R4
478,Sunday,5/31/2020,0:05,HAJI BAU MKS,Ujung Pandang,TK,adolescent,LK,R4
479,Wednesday,6/3/2020,7:30,Jembatan Tallo,Tallo,OC,adult,LK,R2
480,Tuesday,6/2/2020,18:00,Nuri,Mariso,TK,child,LK,R2
481,Tuesday,5/19/2020,10:30,URIP SUMOHARJO,Panakukang,OC,adult,LK,R2
482,Wednesday,6/3/2020,4:30,ANDI PANGERANG PETTARANI,Panakukang,TK,adolescent,LK,R2
483,Wednesday,6/3/2020,13:00,ABU BAKAR LAMBOGO,Makassar,OC,adolescent,LK,R2
484,Thursday,6/4/2020,13:30,BTN MINASA UPA,Rappocini,TK,adolescent,LK,R2
485,Friday,6/5/2020,7:30,IR. SUTAMI,Tamalanrea,TK,adolescent,LK,R12
486,Friday,6/5/2020,16:49,ANDI PANGERANG PETTARANI,Panakukang,TK,adult,LK,R2
487,Sunday,6/7/2020,0:15,Goa Ria,Biringkanaya,TL,adolescent,LK,R2
488,Saturday,6/6/2020,20:00,Toddopuli Raya,Panakukang,TM,adult,LK,R4
489,Saturday,6/6/2020,9:30,IR. SUTAMI,Tamalanrea,TK,adult,LK,R2
490,Saturday,6/6/2020,22:30,Veteran Utara,Bontoala,TK,adult,LK,R2
491,Sunday,6/7/2020,11:00,Toddopuli Raya,Rappocini,TM,adult,LK,R6
492,Monday,6/8/2020,18:30,Tallasa City,Tamalanrea,OC,adult,LK,R2
493,Monday,6/8/2020,2:30,Inspeksi PAM,Manggala,OC,adult,LK,R2
494,Monday,6/8/2020,11:45,IR. SUTAMI,Biringkanaya,TK,adolescent,LK,R2
495,Sunday,6/7/2020,20:15,Sunu,Tallo,TL,adolescent,LK,R2
496,Monday,6/8/2020,13:30,TEUKU UMAR,Tallo,TK,adult,LK,R6
497,Tuesday,6/9/2020,14:15,Hertasning,Rappocini,OC,adult,LK,R2
498,Tuesday,6/9/2020,2:30,Biring Romang,Tamalanrea,OC,adolescent,LK,R2
499,Wednesday,6/10/2020,9:00,Dg. Tata III,Tamalate,TK,adult,LK,R2
500,Wednesday,6/10/2020,22:00,Bunga Ejaya,Bontoala,TL,NOV,NOV,R2
501,Thursday,6/11/2020,8:00,ARIEF RATE,Ujung Pandang,OC,adult,PR,R2
502,Saturday,6/13/2020,7:00,Sunu,Bontoala,TK,adult,LK,R2
503,Wednesday,6/10/2020,20:30,URIP SUMOHARJO,Panakukang,TK,adolescent,LK,R2
504,Thursday,1/11/2020,20:00,NIPA-NIPA,Manggala,TL,NOV,NOV,R2
505,Sunday,6/14/2020,11:00,Cendrawasih,Tamalate,TL,NOV,NOV,R2
506,Saturday,6/13/2020,19:30,PERINTIS KEMERDEKAAN,Biringkanaya,TK,adult,LK,R4
507,Sunday,6/14/2020,17:30,Naja Dg. Nai,Tallo,TM,adult,LK,R2
508,Sunday,6/14/2020,2:30,Tinumbu,Bontoala,TK,adolescent,LK,R2
509,Monday,6/15/2020,22:15,PERINTIS KEMERDEKAAN,Biringkanaya,TK,adolescent,LK,R2
510,Tuesday,6/16/2020,23:30,POROS LAIKANG,Biringkanaya,TK,adolescent,LK,R2
511,Thursday,6/11/2020,18:00,ANDI PANGERANG PETTARANI,Panakukang,TK,adult,LK,R2
512,Monday,6/15/2020,17:00,Tol Seksi IV,Tamalanrea,TL,NOV,NOV,R4
513,Sunday,6/21/2020,8:00,Nuri,Mariso,TL,NOV,NOV,R2
514,Saturday,6/20/2021,8:20,Veteran Utara,Makassar,TK,adult,LK,R2
515,Tuesday,6/16/2020,17:30,Cendrawasih,Mamajang,OC,adult,PR,R2
516,Thursday,6/18/2020,0:30,METRO TANJUNG BUNGA,Mariso,OC,adolescent,LK,R2
517,Monday,6/22/2020,20:00,Poros Permata Sudiang,Biringkanaya,OC,adolescent,LK,R2
518,Tuesday,6/23/2020,1:00,Selayar Blok M,Biringkanaya,OC,adolescent,LK,R2
519,Tuesday,6/23/2020,14:20,Veteran Utara,Bontoala,TK,adult,LK,R6
520,Wednesday,6/24/2020,12:45,GUNUNG BAWAKARAENG,Bontoala,TK,adult,LK,R4
521,Monday,6/22/2020,12:45,Poros Perumnas Sudiang,Biringkanaya,TM,adolescent,LK,R2
522,Wednesday,6/24/2020,7:00,GUNUNG BAWAKARAENG,Bontoala,TK,adult,LK,R3
523,Tuesday,6/23/2020,6:40,URIP SUMOHARJO,Panakukang,TK,adult,LK,R2
524,Wednesday,6/24/2020,14:30,Tamangapa Raya,Manggala,TL,NOV,NOV,R4
525,Thursday,6/25/2020,22:30,ANDI PANGERANG PETTARANI,Rappocini,OC,adult,LK,R2
526,Saturday,6/27/2020,20:30,Veteran Selatan,Mamajang,TM,adult,LK,R2
527,Sunday,6/28/2020,1:15,KAPASA RAYA,Biringkanaya,OC,adult,LK,R2
528,Sunday,6/28/2020,23:15,URIP SUMOHARJO,Panakukang,TK,adult,LK,R2
529,Friday,6/26/2020,10:00,Sungai Saddang,Ujung Pandang,OC,adult,LK,R2
530,Sunday,6/28/2020,10:00,ANDI PANGERANG PETTARANI,Panakukang,TK,adult,PR,R4
531,Monday,6/29/2020,21:45,IR. SUTAMI,Tamalanrea,OC,adult,LK,R2
532,Thursday,4/23/2020,6:45,Sungai Saddang,Ujung Pandang,TK,adult,PR,R2
533,Thursday,4/23/2020,2:00,DR LEIMENA,Panakukang,T,adult,LK,R2
534,Saturday,4/25/2020,10:30,GUNUNG LATIMOJONG,Makassar,TL,NOV,NOV,R2
535,Thursday,4/23/2020,19:30,ABU BAKAR LAMBOGO,Makassar,TL,NOV,NOV,R2
536,Saturday,4/25/2020,14:00,Pajjaiang,Biringkanaya,T,adult,PR,R2
537,Sunday,4/26/2020,6:30,Hertasning,Panakukang,TL,NOV,LK,R2
538,Sunday,4/26/2020,13:30,URIP SUMOHARJO,Panakukang,TK,adolescent,LK,R2
539,Friday,4/24/2020,10:00,Maccini Raya,Makassar,OC,adult,PR,R2
540,Sunday,4/26/2020,10:00,ABU BAKAR LAMBOGO,Makassar,TK,adult,LK,R2
541,Thursday,4/16/2020,14:30,ANDI PANGERANG PETTARANI,Panakukang,TK,adult,PR,R10
542,Wednesday,4/29/2020,19:30,Batara Bira,Biringkanaya,TK,adolescent,LK,R4
543,Wednesday,4/29/2020,13:30,Mannuruki Raya,Biringkanaya,TK,adolescent,LK,R2
544,Wednesday,4/29/2020,14:30,PERINTIS KEMERDEKAAN,Tamalanrea,TL,NOV,NOV,R4
545,Thursday,4/30/2020,12:00,Tamalanrea Raya,Tamalanrea,TK,adult,LK,R2
546,Thursday,4/30/2020,17:45,Perumnas Antang,Manggala,OC,adult,PR,R2
547,Friday,5/1/2020,2:00,Nuri Baru,Mariso,TK,adolescent,LK,R2
548,Friday,5/1/2020,16:00,URIP SUMOHARJO,Panakukang,TL,NOV,NOV,R2
549,Thursday,4/30/2020,13:00,Metro Tanjung Bunga,Tamalate,TK,adult,PR,R4
550,Saturday,5/2/2019,7:30,Berua Raya,Biringkanaya,TK,adult,PR,R4
551,Sunday,5/3/2020,20:00,Kandea,Bontoala,TK,adolescent,LK,R2
552,Thursday,4/30/2020,8:00,Teuku Umar,Tallo,TL,adult,LK,R2
553,Saturday,5/2/2020,20:00,Kumala,Tamalate,TL,NOV,NOV,R2
554,Sunday,5/3/2020,16:00,A. Makasau,Ujung Pandang,TK,adult,PR,R4
555,Tuesday,5/5/2020,13:40,Perintis Kemerdekaan,Tamalanrea,TM,adult,LK,R4
556,Tuesday,5/5/2020,9:00,Galangan Kapal,Tallo,TK,adult,LK,R6
557,Tuesday,5/5/2020,13:30,Aroepala,Rappocini,TK,adult,LK,R2
558,Wednesday,5/6/2020,17:05,Sawerigading,Ujung Pandang,TK,adult,PR,R2
559,Friday,5/8/2020,8:00,Toddopuli 10,Manggala,TK,adolescent,LK,R2
560,Friday,5/8/2020,18:00,Janggo Paropo,Panakukang,TK,adult,LK,R2
561,Wednesday,5/6/2020,14:00,PERINTIS KEMERDEKAAN,Tamalanrea,TL,NOV,NOV,R2
562,Saturday,5/9/2020,18:30,Rappokaling,Tallo,TM,adult,LK,R2
563,Sunday,5/10/2020,0:30,ABU BAKAR LAMBOGO,Makassar,TK,adult,LK,R2
564,Sunday,5/10/2020,5:45,Waduk Tunggu Pampang,Manggala,TM,adolescent,LK,R2
